kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten,nama_lengkap,path_gambar,deskripsi_bersih
gunung,Gunung Galunggung,-7.2561523,108.0760925,"Gunung Galunggung, Linggajati, Tasikmalaya, Jawa Barat, Jawa, Indonesia",Jawa Barat,Tasikmalaya,"Gunung Galunggung, Tasikmalaya, Jawa Barat",gambar_wisata/Gunung_Galunggung,gunung galunggung aksara sunda baku gunung api ketinggian meter permukaan laut puncak tertingginya puncak beuti canar memiliki ketinggian mdpl gunung terletak pusat kota tasikmalaya jawa barat
gunung,Gunung Gamalama,0.8098795,127.3323425,"Gunung Gamalama, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate,"Gunung Gamalama, Ternate, Maluku Utara",gambar_wisata/Gunung_Gamalama,gunung gamalama gunung berapi kerucut pulau ternate kepulauan maluku indonesia pulau pesisir barat pulau halmahera utara kepulauan maluku
gunung,Gunung Gede,-6.7878411,106.9817166,"Gunung Gede, Cianjur, Jawa Barat, Jawa, Indonesia",Jawa Barat,Cianjur,"Gunung Gede, Cianjur, Jawa Barat",gambar_wisata/Gunung_Gede,gunung gede aksara sunda baku gunung ged gunung gemuruh bahasa belanda blaauwberg gunung berapi kerucut tipe barat pulau jawa indonesia gunung gede ruang lingkup taman nasional gede pangrango salah taman nasional kali diumumkan indonesia
gunung,Gunung Gede Pangrango,-6.7752118,106.9311234,"Taman Nasional Gunung Gede Pangrango, Kadudampit, Megamendung, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi,"Gunung Gede Pangrango, Kab Sukabumi, Jawa Barat",gambar_wisata/Gunung_Gede_Pangrango,gunung salak aksara sunda baku kompleks gunung berapi tua terletak selatan jakarta pulau jawa kawasan rangkaian gunung wilayah kabupaten sukabumi kabupaten bogor jawa barat
gunung,Gunung Guntur,-6.7477791,108.5598827,"Jalan Gunung Guntur D. 15, Kecapi, Harjamukti, Kota Cirebon, Jawa Barat, Jawa, 45142, Indonesia",Jawa Barat,Kota Cirebon,"Gunung Guntur, Kota Cirebon, Jawa Barat",gambar_wisata/Gunung_Guntur,gunung ceremai kali salah kaprah dinamakan ciremai latin gunung cerem gunung berapi kerucut administratif wilayah kabupaten kabupaten kuningan kabupaten cirebon provinsi jawa barat posisi geografis puncaknya terletak kordinat ketinggian meter permukaan laut
gunung,Gunung Halimun Salak National Park,-6.7417746,106.4540374,"Taman Nasional Gunung Halimun-Salak, Lebak, Banten, Jawa, 16696, Indonesia",Banten,Lebak,"Gunung Halimun Salak National Park, Lebak, Banten",gambar_wisata/Gunung_Halimun_Salak_National_Park,taman nasional gunung halimun salak tnghs salah taman nasional terletak jawa barat kawasan konservasi luas hektare melindungi hutan hujan dataran rendah terluas daerah wilayah tangkapan air kabupaten kabupaten sekelilingnya
gunung,Gunung Ijen,-8.0579332,114.2430975,"Gunung Ijen, Banyuwangi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Banyuwangi,"Gunung Ijen, Banyuwangi, Jawa Timur",gambar_wisata/Gunung_Ijen,gunung merapi meter dpl gunung api istirahat terletak jawa timur indonesia posisinya kabupaten kabupaten banyuwangi kabupaten bondowoso
gunung,Gunung Ile Ape,-8.2727646,123.5067385,"Gunung Lewotolo, Lembata, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Lembata,"Gunung Ile Ape, Lembata, Nusa Tenggara Timur",gambar_wisata/Gunung_Ile_Ape,provinsi nusa tenggara timur kabupaten kotamadya kecamatan kelurahan desa
gunung,Gunung Inerie,-8.8781,120.9543,"Keli Inerie, Ngada, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Ngada,"Gunung Inerie, Ngada, Nusa Tenggara Timur",gambar_wisata/Gunung_Inerie,kabupaten ngada kabupaten pulau flores provinsi nusa tenggara timur indonesia kota kabupaten bajawa
gunung,Gunung Kaba,4.133333,116.183333,"Gunung Kaba, Nunukan, Kalimantan Utara, Kalimantan, Indonesia",Kalimantan Utara,Nunukan,"Gunung Kaba, Nunukan, Kalimantan Utara",gambar_wisata/Gunung_Kaba,gunung harun gunung kawasan taman nasional kayan mentarang kecamatan krayan kabupaten nunukan provinsi kalimantan utara puncaknya kali dicapai mahasiswa mahasiswa kota tarakan tergabung ukm ikatan mahasiswa pecinta alam universitas borneo tarakan impa
gunung,Gunung Karacak,-7.2692,107.9719,"Gunung Karacak, Garut, Jawa Barat, Jawa, Indonesia",Jawa Barat,Garut,"Gunung Karacak, Garut, Jawa Barat",gambar_wisata/Gunung_Karacak,gunung cikuray cikurai aksara sunda baku gunung bertipe stratovolcano terletak dayeuhmanggung kabupaten garut jawa barat indonesia gunung cikuray ketinggian meter permukaan laut kawah aktif gunung tertinggi keempat jawa barat gunung ciremai gunung pangrango gunung gede
gunung,Gunung Karang,-6.2731994,106.0468065,"Gunung Karang, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang,"Gunung Karang, Pandeglang, Banten",gambar_wisata/Gunung_Karang,gunung karang gunung berapi kerucut tipe istirahat terletak kabupaten pandeglang banten indonesia gunung masuk kedalam kelompok stratovolcano memiliki potensi meletus
gunung,Gunung Kelimutu,-8.7651702,121.8133427,"Gunung Kelimutu, Ende, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Ende,"Gunung Kelimutu, Ende, Nusa Tenggara Timur",gambar_wisata/Gunung_Kelimutu,nusa tenggara timur disingkat ntt provinsi indonesia meliputi timur kepulauan nusa tenggara kota nusa tenggara timur kota kupang
gunung,Gunung Kelud,-7.9389217,112.3052492,"Gunung Kelud, Blitar, Jawa Timur, Jawa, Indonesia",Jawa Timur,Blitar,"Gunung Kelud, Blitar, Jawa Timur",gambar_wisata/Gunung_Kelud,gunung kelud aksara jawa gunung berapi jawa timur tergolong aktif gunung perbatasan kabupaten kediri kabupaten blitar kabupaten malang
gunung,Gunung Kerinci,-1.6971814,101.2646538,"Gunung Kerinci, Kerinci, Jambi, Sumatera, Indonesia",Jambi,Kerinci,"Gunung Kerinci, Kerinci, Jambi",gambar_wisata/Gunung_Kerinci,gunung kerinci dieja kerintji gunung tertinggi pulau sumatra gunung berapi tertinggi indonesia asia tenggara gunung kerinci terletak perbatasan kabupaten kerinci jambi kabupaten solok selatan sumatera barat pegunungan bukit barisan ketinggian mdpl
gunung,Gunung Klabat,1.4530396,125.0312101,"Gunung Klabat, Klabat, Minahasa Utara, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Minahasa Utara,"Gunung Klabat, Minahasa Utara, Sulawesi Utara",gambar_wisata/Gunung_Klabat,gunung klabat gunung tertinggi provinsi sulawesi utara puncak ketinggiannya mencapai mdpl
gunung,Gunung Krakatau,-6.1996194,106.9260011,"Jalan Gunung Krakatau V, RW 05, Jatinegara, Cakung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13940, Indonesia",Jawa Timur,Jakarta Timur,"Gunung Krakatau, Jakarta Timur, nan",gambar_wisata/Gunung_Krakatau,gunung pasaman gunung terletak kabupaten pasaman barat provinsi sumatera barat berdampingan gunung talamau gunung tipe gunung api aktif dikenal nama puncak rajo imbang langik diambil nama raja berkuasa daerah zaman
gunung,Gunung Latimojong,-3.3786177,120.3047851,"Jalan Gunung Latimojong, Luwu, Balla, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi,"Gunung Latimojong, Sulawesi, Sulawesi Selatan",gambar_wisata/Gunung_Latimojong,gunung latimojong nama gunung kab enrekang sulawesi selatan indonesia gunung latimojong sulawesi selatan
gunung,Gunung Lawu,-7.627382,111.1943158,"Gunung Lawu, Karanganyar, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Karanganyar,"Gunung Lawu, Karanganyar, Jawa Tengah",gambar_wisata/Gunung_Lawu,gunung lawu hanacaraka gunung berapi aktif terletak pulau jawa tepatnya perbatasan jawa jawa timur indonesia gunung lawu memiliki ketinggian mdpl
gunung,Gunung Leuser,3.7414545,97.1551334,"Gunung Leuser, Kuta Panjang, Gayo Lues, Aceh, Sumatera, Indonesia",Aceh,Gayo Lues,"Gunung Leuser, Gayo Lues, Aceh",gambar_wisata/Gunung_Leuser,gunung leuser salah puncak puncak pegunungan leuser ketinggiannya terletak sebelah tenggara aceh gunung leuser terletak taman nasional gunung leuser mengambil nama gunung namanya
gunung,Gunung Lokon,1.3641984,124.7992274,"Gunung Lokon, Tomohon, Sulawesi Utara, Sulawesi, 95415, Indonesia",Sulawesi Utara,Tomohon,"Gunung Lokon, Tomohon, Sulawesi Utara",gambar_wisata/Gunung_Lokon,gunung lokon gunung berapi kota tomohon provinsi sulawesi utara gunung memiliki ketinggian permukaan laut
gunung,Gunung Lompobattang,-3.5611708,119.7801217,"Jalan Gunung Lompobattang, Aufaa Residence 4, Galonta, Enrekang, Sulawesi Selatan, Sulawesi, 91711, Indonesia",Sulawesi Selatan,Sulawesi,"Gunung Lompobattang, Sulawesi, Sulawesi Selatan",gambar_wisata/Gunung_Lompobattang,gunung lompobattang terletak kabupaten bantaeng sulawesi selatan indonesia gunung berdekatan gunung bawakaraeng
gunung,Gunung Mahawu,1.3531645,124.8628914,"Gunung Mahawu, Tomohon, Sulawesi Utara, Sulawesi, 95449, Indonesia",Sulawesi Utara,Tomohon,"Gunung Mahawu, Tomohon, Sulawesi Utara",gambar_wisata/Gunung_Mahawu,gunung mahawu gunung berapi stratovolcano terletak timur gunung berapi gunung lokon gunung empung sulawesi utara indonesia kejauhan pulau manado tua pulau pulau terapung laut sulawesi luas
gunung,Gunung Mandala,-7.262743,109.6908084,"Gunung Mandala, mandala, Banjarnegara, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Banjarnegara,"Gunung Mandala, Banjarnegara, Jawa Tengah",gambar_wisata/Gunung_Mandala,jawa diakronimkan jateng wilayah provinsi indonesia terletak pulau jawa kota provinsi jawa kota semarang
gunung,Gunung Manglayang,-6.8810787,107.7357178,"Jalur Pendakian Gunung Manglayang via Palintang, Cilengkrang, Kabupaten Bandung, Jawa Barat, Jawa, 40616, Indonesia",Jawa Barat,Kabupaten Bandung,"Gunung Manglayang, Kabupaten Bandung, Jawa Barat",gambar_wisata/Gunung_Manglayang,gunung manglayang aksara sunda baku gunung berapi kerucut non aktif terletak kota bandung kabupaten sumedang jawa barat indonesia memiliki ketinggian mdpl pemandangannya indah gunung relatif dikenal pendaki pendaki gunung
gunung,Gunung Masurai,-2.4981564,101.9168192,"Gunung Masurai, Merangin, Jambi, Sumatera, Indonesia",Jambi,Merangin,"Gunung Masurai, Merangin, Jambi",gambar_wisata/Gunung_Masurai,gunung masurai gunung pulau sumatra indonesia gunung aktif administatif terletak wilayah kecamatan kabupaten merangin jambi kecamatan lembah masurai jangkat sungai tenang
gunung,Gunung Merapi,-7.5412887,110.4462006,"Gunung Merapi, Hargobinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Hargobinangun,"Gunung Merapi, Hargobinangun, Daerah Istimewa Yogyakarta",gambar_wisata/Gunung_Merapi,sleman bahasa jawa translit man pelafalan bahasa indonesia leman wilayah kabupaten terletak provinsi daerah istimewa yogyakarta indonesia
gunung,Gunung Meratus,-0.4213539,116.9809166,"Jalan Gunung Meratus, Melayu, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75513, Indonesia",Kalimantan Timur,Kutai Kartanegara,"Gunung Meratus, Kutai Kartanegara, Kalimantan Timur",gambar_wisata/Gunung_Meratus,kalimantan timur provinsi pulau kalimantan indonesia luas total kalimantan timur
gunung,Gunung Merbabu,-7.4524377,110.4408198,"Gunung Merbabu, Boyolali, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Boyolali,"Gunung Merbabu, Boyolali, Jawa Tengah",gambar_wisata/Gunung_Merbabu,gunung merbabu hanacaraka gunung api bertipe stratovulcano terletak geografis administratif gunung wilayah kabupaten magelang lereng sebelah barat kabupaten boyolali lereng sebelah timur selatan kabupaten semarang lereng sebelah utara provinsi jawa gunung merbabu dikenal naskah naskah pra islam gunung damalung gunung pam rihan lerengnya pertapaan terkenal disinggahi bujangga manik abad etimologi merbabu berasal gabungan meru gunung abu abu
gunung,Gunung Nona,-5.1443205,119.4230627,"Jalan Gunung Nona Baru, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90141, Indonesia",Sulawesi Selatan,Makassar,"Gunung Nona, Makassar, Sulawesi Selatan",gambar_wisata/Gunung_Nona,gunung buttu buntu kabobong gunung nona gunung sudut pandang terbaik bambapuang administratif terletak desa rossoan enrekang kecamatan enrekang kabupaten enrekang gunung kota enrekang kota kabupaten enrekang arah utara kota makassar
gunung,Gunung Palung National Park,-1.2137375,110.2375269,"Taman Nasional Gunung Palung, Kayong Utara, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Kayong Utara,"Gunung Palung National Park, Kayong Utara, Kalimantan Barat",gambar_wisata/Gunung_Palung_National_Park,taman nasional gunung palung tngp taman nasional terletak kabupaten kayong utara kabupaten ketapang kalimantan barat
gunung,Gunung Pangrango,-6.7698136,106.9640294,"Gunung Pangrango, Kab Sukabumi, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Sukabumi,"Gunung Pangrango, Kab Sukabumi, Jawa Barat",gambar_wisata/Gunung_Pangrango,gunung salak aksara sunda baku kompleks gunung berapi tua terletak selatan jakarta pulau jawa kawasan rangkaian gunung wilayah kabupaten sukabumi kabupaten bogor jawa barat
gunung,Gunung Papandayan,-6.3264787,108.3338984,"Gunung Papandayan, Indramayu, Jawa Barat, Jawa, 45211, Indonesia",Jawa Barat,Indramayu,"Gunung Papandayan, Indramayu, Jawa Barat",gambar_wisata/Gunung_Papandayan,kereta api ciremai layanan kereta api penumpang kelas eksekutif ekonomi dioperasikan kereta api indonesia persero melayani relasi semarang tawang bandung lintas utara jawa via cikampek tegal nama ciremai diambil gunung berapi aktif tertinggi jawa barat berbatasan kabupaten kuningan majalengka bernama gunung ceremai letak stasiun cirebon salah stasiun pemberhentian kereta api
gunung,Gunung Patuha,-7.1610219,107.4000215,"Gunung Patuha, Kabupaten Bandung, Jawa Barat, Jawa, 40973, Indonesia",Jawa Barat,Kabupaten Bandung,"Gunung Patuha, Kabupaten Bandung, Jawa Barat",gambar_wisata/Gunung_Patuha,gunung patuha bahasa sunda translit gunung patuha gunung rancabali ciwidey kabupaten bandung jawa barat memiliki ketinggian meter
gunung,Gunung Puncak Jaya,-4.2065192,138.5976675,"Gambu, Lanny Jaya, Papua Pegunungan, Western New Guinea, Indonesia",Papua Pegunungan,Lanny Jaya,"Gunung Puncak Jaya, Lanny Jaya, Papua Pegunungan",gambar_wisata/Gunung_Puncak_Jaya,papua pegunungan provinsi indonesia kota berkedudukan kabupaten jayawijaya tepatnya perbatasan walesi wouma papua pegunungan dimekarkan provinsi papua provinsi papua selatan papua juni berdasarkan undang undang nomor
gunung,Gunung Putri Lembang,-6.795556,107.635833,"Gunung Putri, Lembang, Bandung Barat, Jawa Barat, Jawa, 40931, Indonesia",Jawa Barat,Bandung Barat,"Gunung Putri Lembang, Bandung Barat, Jawa Barat",gambar_wisata/Gunung_Putri_Lembang,jawa barat diakronimkan jabar provinsi terletak pulau jawa indonesia provinsi beribu kota kota bandung
gunung,Gunung Rajabasa,-5.7815291,105.6273999,"Gunung Rajabasa, Lampung Selatan, Lampung, Sumatera, 35592, Indonesia",Lampung,Lampung Selatan,"Gunung Rajabasa, Lampung Selatan, Lampung",gambar_wisata/Gunung_Rajabasa,gunung rajabasa abung gunung berapi kerucut vulkanik selat sunda tenggara sumatra terletak kabupaten lampung selatan provinsi lampung memiliki puncak kawah lebar meter daratan berawa gunung berapi diselimuti vegetasi
gunung,Gunung Raung,-8.119636,114.055025,"Gunung Raung, Bondowoso, Jawa Timur, Jawa, Indonesia",Jawa Timur,Bondowoso,"Gunung Raung, Bondowoso, Jawa Timur",gambar_wisata/Gunung_Raung,gunung raung gunung berapi kerucut terletak ujung timur pulau jawa indonesia administratif kawasan gunung wilayah kabupaten wilayah besuki jawa timur banyuwangi bondowoso jember
gunung,Gunung Raya,0.866667,109.066667,"Gunung Raya, Singkawang, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Singkawang,"Gunung Raya, Singkawang, Kalimantan Barat",gambar_wisata/Gunung_Raya,kota singkawang sakawokng bahasa dayak salako san khew jong bahasa hakka kota terletak provinsi kalimantan barat indonesia kota terletak sebelah utara kota provinsi kota pontianak dikelilingi pegunungan pasi poteng sakkok
gunung,Gunung Rinjani,-8.4117272,116.4581059,"Rinjani, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Daerah Khusus ibukota Jakarta,"Gunung Rinjani, nan, Nusa Tenggara Barat",gambar_wisata/Gunung_Rinjani,tetebatu desa wilayah kecamatan sikur kabupaten lombok timur provinsi nusa tenggara barat indonesia desa wisata tetebatu desa wisata tetebatu wilayah kecamatan sikur kabupaten lombok timur provinsi nusa tenggara barat jarak tempuh jam kota mataram
gunung,Gunung Salak,-6.7136069,106.7385402,"Gunung Salak, Tamansari, Kab Bogor, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kab Bogor,"Gunung Salak, Kab Bogor, Jawa Barat",gambar_wisata/Gunung_Salak,gunung salak aksara sunda baku kompleks gunung berapi tua terletak selatan jakarta pulau jawa kawasan rangkaian gunung wilayah kabupaten sukabumi kabupaten bogor jawa barat
gunung,Gunung Semeru,-8.1078426,112.92248,"Gunung Semeru, Lumajang, Jawa Timur, Jawa, Indonesia",Jawa Timur,Lumajang,"Gunung Semeru, Lumajang, Jawa Timur",gambar_wisata/Gunung_Semeru,gunung semeru gunung meru gunung berapi kerucut jawa timur indonesia gunung semeru gunung tertinggi pulau jawa puncaknya mahameru meter permukaan laut mdpl
gunung,Gunung Sibayak,3.2393517,98.5047584,"Gunung Sibayak, Karo, Sumatera Utara, Sumatera, 22156, Indonesia",Sumatera Utara,Karo,"Gunung Sibayak, Karo, Sumatera Utara",gambar_wisata/Gunung_Sibayak,gunung sibayak bahasa batak karo deleng sibayak gunung kabupaten karo sumatera utara masyarakat karo menyebut gunung sibayak sebutan gunung raja
gunung,Gunung Sinabung,3.1709534,98.3920481,"Gunung Sinabung, Karo, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Karo,"Gunung Sinabung, Karo, Sumatera Utara",gambar_wisata/Gunung_Sinabung,gunung sinabung bahasa batak karo deleng sinabung gunung api dataran karo kabupaten karo sumatera utara indonesia sinabung gunung sibayak dekatnya gunung berapi aktif sumatera utara puncak tertinggi provinsi sumatera utara gunung sibuatan
gunung,Gunung Sindoro,-7.3011387,109.9966992,"Gunung Sindoro, Wonosobo, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Wonosobo,"Gunung Sindoro, Wonosobo, Jawa Tengah",gambar_wisata/Gunung_Sindoro,gunung sindoro gunung sundoro puncak ketinggian mdpl bahasa jawa translit gunung sundara gunung stratovolcano aktif terletak jawa indonesia temanggung kota terdekat
gunung,Gunung Slamet,-7.2414693,109.2149699,"Gunung Slamet, Pemalang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Pemalang,"Gunung Slamet, Pemalang, Jawa Tengah",gambar_wisata/Gunung_Slamet,jawa diakronimkan jateng wilayah provinsi indonesia terletak pulau jawa kota provinsi jawa kota semarang
gunung,Gunung Soputan,1.121651,124.741586,"Gunung Soputan, Minahasa, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Sulawesi,"Gunung Soputan, Sulawesi, Sulawesi Utara",gambar_wisata/Gunung_Soputan,sulawesi utara disingkat sulut salah provinsi terletak ujung utara pulau sulawesi indonesia kota terletak kota manado sulawesi utara sulut berbatasan laut maluku samudra pasifik sebelah timur laut maluku teluk tomini sebelah selatan laut sulawesi provinsi gorontalo sebelah barat provinsi davao occidental sebelah utara
gunung,Gunung Sumbing,-7.3818933,110.0758185,"Gunung Sumbing, Temanggung, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Temanggung,"Gunung Sumbing, Temanggung, Jawa Tengah",gambar_wisata/Gunung_Sumbing,gunung sumbing ketinggian puncak mdpl gunung berapi kerucut jawa indonesia gunung sumbing gunung tertinggi ketiga pulau jawa gunung semeru gunung slamet
gunung,Gunung Talang,-0.9781239,100.6820609,"Gunung Talang, Solok, Sumatera Barat, Sumatera, Indonesia",Sumatera Barat,Solok,"Gunung Talang, Solok, Sumatera Barat",gambar_wisata/Gunung_Talang,gunuang talang kecamatan kabupaten solok sumatera barat pusat pemerintahan kecamatan nagari talang
gunung,Gunung Tambora,-8.2466913,117.9584724,"Gunung Tambora, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Daerah Khusus ibukota Jakarta,"Gunung Tambora, nan, Nusa Tenggara Barat",gambar_wisata/Gunung_Tambora,gunung pasaman gunung terletak kabupaten pasaman barat provinsi sumatera barat berdampingan gunung talamau gunung tipe gunung api aktif dikenal nama puncak rajo imbang langik diambil nama raja berkuasa daerah zaman
gunung,Gunung Tambrauw,-1.0278609,132.5288679,"Gunung Kabek, Tambrauw, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Tambrauw,"Gunung Tambrauw, Tambrauw, Papua Barat Daya",gambar_wisata/Gunung_Tambrauw,kabupaten tambrauw salah kabupaten provinsi papua barat daya indonesia terbentuk pusat pemerintahan ibukota fef
gunung,Gunung Tampomas,-6.7637152,107.9605847,"Gunung Tampomas, Sumedang, Jawa Barat, Jawa, Indonesia",Jawa Barat,Sumedang,"Gunung Tampomas, Sumedang, Jawa Barat",gambar_wisata/Gunung_Tampomas,tampomas aksara sunda baku gunung berapi andesit terletak jawa barat tepatnya sebelah utara kawasan perkotaan sumedang stratovolkano ketinggian meter permukaan laut memiliki aliran lava aktif sisi timur lerengnya
gunung,Gunung Ternate,0.8098795,127.3323425,"Gunung Gamalama, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate,"Gunung Ternate, Ternate, Maluku Utara",gambar_wisata/Gunung_Ternate,kesultanan ternate dikenal kerajaan gapi salah kerajaan islam kepulauan maluku salah kerajaan islam tertua nusantara didirikan baab mashur malamo
gunung,Gunung Tilu,-7.533333,107.933333,"Gunung Tilu, Garut, Jawa Barat, Jawa, Indonesia",Jawa Barat,Garut,"Gunung Tilu, Garut, Jawa Barat",gambar_wisata/Gunung_Tilu,gunung cikuray cikurai aksara sunda baku gunung bertipe stratovolcano terletak dayeuhmanggung kabupaten garut jawa barat indonesia gunung cikuray ketinggian meter permukaan laut kawah aktif gunung tertinggi keempat jawa barat gunung ciremai gunung pangrango gunung gede
gunung,Gunung Welirang,-7.7326,112.5747,"Gunung Welirang, Pacet, Mojokerto, Jawa Timur, Jawa, Indonesia",Jawa Timur,Mojokerto,"Gunung Welirang, Mojokerto, Jawa Timur",gambar_wisata/Gunung_Welirang,gunung welirang gunung berapi aktif ketinggian mdpl administratif terletak perbatasan kota batu kabupaten pasuruan kabupaten mojokerto jawa timur indonesia gunung welirang pengelolaan taman hutan raya raden soerjo
gunung,Gunung Wilis,-7.820585,111.7571632,"Gunung Wilis, Ponorogo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Ponorogo,"Gunung Wilis, Ponorogo, Jawa Timur",gambar_wisata/Gunung_Wilis,gunung wilis pegunungan wilis gunung berapi tipe aktif terletak jawa timur indonesia pegunungan wilis gabungan puncak gunung salah satunya tertinggi bernama puncak trogati ketinggian meter permukaan laut mdpl pegunungan wilis wilayah enam kabupaten kabupaten kediri kabupaten tulungagung kabupaten nganjuk kabupaten madiun kabupaten ponorogo kabupaten trenggalek
kebun binatang,Bali Bird Park,-8.6001941,115.2509922,"Bali Bird Park, Jalan Piakan I, Singapadu, Gianyar, Bali, Nusa Tenggara, 80238, Indonesia",Bali,Gianyar,"Bali Bird Park, Gianyar, Bali",gambar_wisata/Bali_Bird_Park,kabupaten gianyar bahasa bali aksara bali translit gya wilayah kabupaten terletak provinsi bali indonesia
kebun binatang,Bali Zoo,-8.5912841,115.2645589,"Bali Zoo, Jalan Jaga Raga, Singapadu, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar,"Bali Zoo, Gianyar, Bali",gambar_wisata/Bali_Zoo,kabupaten gianyar bahasa bali aksara bali translit gya wilayah kabupaten terletak provinsi bali indonesia
kebun binatang,Kebun Binatang Bandung,-6.8911349,107.6069181,"Kebun Binatang Bandung, 6, Jalan Taman Sari, Taman Utara, Lebak Siliwangi, Coblong, Kota Bandung, Jawa Barat, Jawa, 40131, Indonesia",Jawa Barat,Kota Bandung,"Kebun Binatang Bandung, Kota Bandung, Jawa Barat",gambar_wisata/Kebun_Binatang_Bandung,kota bandung bahasa sunda pegon hanzi translit bandung pelafalan bahasa indonesia ban kota kota provinsi provinsi jawa barat indonesia
kebun binatang,Kebun Binatang Gembira Loka,-7.8055166,110.3970178,"Kebun Binatang Gembira Loka, 2, Jalan Kebun Raya, Rejowinangun, Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55171, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta,"Kebun Binatang Gembira Loka, Kota Yogyakarta, Daerah Istimewa Yogyakarta",gambar_wisata/Kebun_Binatang_Gembira_Loka,kota yogyakarta bahasa jawa translit ngayogyakarta pengucapan bahasa jawa ajogj kart dikenal masyarakat sebutan nama yogya jogja kota pusat pemerintahan perekonomian provinsi daerah istimewa yogyakarta indonesia
kebun binatang,Kebun Binatang Kaltim Samarinda,-0.4469975,117.2089424,"Kebun Binatang Mini, Samarinda Bontang Road, Tanah Merah, Samarinda Utara, Samarinda, Kalimantan Timur, Kalimantan, 75118, Indonesia",Kalimantan Timur,Samarinda,"Kebun Binatang Kaltim Samarinda, Samarinda, Kalimantan Timur",gambar_wisata/Kebun_Binatang_Kaltim_Samarinda,samarinda kota kota provinsi provinsi kalimantan timur indonesia kota kota penduduk terbesar pulau kalimantan penduduk jiwa
kebun binatang,Kebun Binatang Medan,3.482373,98.6445839,"Kebun Binatang Medan, Namo Mbelin, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Deli Serdang,"Kebun Binatang Medan, Deli Serdang, Sumatera Utara",gambar_wisata/Kebun_Binatang_Medan,medan tuntungan salah kecamatan kecamatan wilayah kota medan provinsi sumatera utara indonesia kecamatan medan tuntungan berbatasan kabupaten deli serdang sebelah barat selatan kecamatan medan johor sebelah timur kecamatan medan selayang sebelah utara
kebun binatang,Kebun Binatang Medan Zoo,3.482373,98.6445839,"Kebun Binatang Medan, Namo Mbelin, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Deli Serdang,"Kebun Binatang Medan Zoo, Deli Serdang, Sumatera Utara",gambar_wisata/Kebun_Binatang_Medan_Zoo,silakan kunjungi pariwisata indonesia informasi lengkap
kebun binatang,Kebun Binatang Surabaya,-7.2957723,112.7358105,"Kebun Binatang Surabaya, 1, Jalan Setail, RW 05, Darmo, Wonokromo, Surabaya, Jawa Timur, Jawa, 60421, Indonesia",Jawa Timur,Surabaya,"Kebun Binatang Surabaya, Surabaya, Jawa Timur",gambar_wisata/Kebun_Binatang_Surabaya,kebun binatang surabaya dialek arekan kebon binatang suroboyo disingkat kbs salah kebun binatang populer indonesia terletak surabaya kbs kebun binatang terlengkap asia tenggara dalamnya spesies satwa berbeda ekor satwa
